"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","Member","Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Category","Subcategory","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"Magnum","OpenStack","http://git.openstack.org/cgit/openstack/magnum/","https://landscape.cncf.io/logos/magnum.svg","http://twitter.com/OpenStack","https://www.crunchbase.com/organization/openstack",,,,false,false,"Apache License 2.0","Austin, Texas","2018-12-26 21:00:56","Magnum is an OpenStack API service developed by the OpenStack Containers Team making container orchestration engines such as Kubernetes available as  a first class resource in OpenStack.","OpenStack is the most widely used open source software for building public and private clouds.","http://www.openstack.org","Austin","Texas","United States","http://twitter.com/OpenStack","https://www.linkedin.com/company/openstack",,,11,50,"Platform","Certified Kubernetes - Installer",true,"https://github.com/openstack/magnum",253,"Container Infrastructure Management Service for OpenStack","","https://github.com/openstack/magnum/commit/019133d7b378376c286e51daf86f178acf83c0f2","2018-10-31 00:42:11","https://github.com/openstack/magnum/releases","2014-11-07 10:08:48","https://github.com/openstack/magnum/commit/add7867c7f14bc3462da848882394ff61d78ab1b",216,"https://github.com/openstack/magnum/graphs/contributors"
"ManageIQ","ManageIQ","https://manageiq.org/","https://landscape.cncf.io/logos/manage-iq.svg","https://twitter.com/manageiq","https://www.crunchbase.com/organization/manageiq",,,5400000,false,false,"Apache License 2.0","Mahwah, New Jersey","2018-12-19 17:06:44","ManageIQ Open-Source Management Platform","ManageIQ is a commercial open-source software firm enabling organizations to deploy, manage and optimize private, public and hybrid clouds.","http://www.manageiq.com","Mahwah","New Jersey","United States","http://twitter.com/manageiq","https://www.linkedin.com/company/56141",,"funding",51,100,"Provisioning","Automation & Configuration",true,"https://github.com/ManageIQ/manageiq",763,"ManageIQ Open-Source Management Platform","","https://github.com/ManageIQ/manageiq/commit/f2ebfd5b02b6b9c1eeed4da8e7bddbaa135dea52","2018-12-13 14:55:24","https://github.com/ManageIQ/manageiq/releases","2014-06-13 02:33:38","https://github.com/ManageIQ/manageiq/commit/d34d87219092431c22c88a5865f25f9942ebe1ea",240,"https://github.com/ManageIQ/manageiq/graphs/contributors"
"MariaDB","MariaDB Corporation","https://mariadb.org/","https://landscape.cncf.io/logos/maria-db.svg","https://twitter.com/mariadbfdn","https://www.crunchbase.com/organization/mariadb-2",,,98175561,false,false,"Other","Espoo, Finland","2018-12-24 15:15:03","MariaDB server is a community developed fork of MySQL server. Started by core members of the original MySQL team, MariaDB actively works with outside developers to deliver the most featureful, stable, and sanely licensed open SQL server in the industry.","MariaDB Corporation is the company behind MariaDB, the fastest growing Open Source database.","https://mariadb.com/","Espoo","Southern Finland","Finland","https://twitter.com/mariadb","https://www.linkedin.com/company-beta/1214250",,"funding",101,250,"App Definition and Development","Database",true,"https://github.com/MariaDB/server",2354,"MariaDB server is a community developed fork of MySQL server. Started by core members of the original MySQL team, MariaDB actively works with outside developers to deliver the most featureful, stable, and sanely licensed open SQL server in the industry.","","https://github.com/MariaDB/server/commit/829fce9ea6ee984f49b6a77a442435e38fd98cfa","2018-12-21 18:45:30","https://github.com/MariaDB/server/releases","2000-07-31 19:10:05","https://github.com/MariaDB/server/commit/7eec25e393727b16bb916b50d82b0aa3084e065c",176,"https://github.com/MariaDB/server/graphs/contributors"
"MemSQL","MemSQL","https://www.memsql.com/","https://landscape.cncf.io/logos/mem-sql.svg","https://twitter.com/memsql","https://www.crunchbase.com/organization/memsql",,,108100000,false,false,"NotOpenSource","San Francisco, California","2018-12-26 17:05:05","MemSQL is a real-time data warehouse for cost-effectively ingesting data and drastically reducing time to insight.","MemSQL is a real-time data warehouse for cost-effectively ingesting data and drastically reducing time to insight.","http://www.memsql.com","San Francisco","California","United States","http://twitter.com/memsql","https://www.linkedin.com/company/2220441",,"funding",101,250,"App Definition and Development","Database",false,,,,"","","",,"","",,
"Mesos","Apache Software Foundation","https://mesos.apache.org/","https://landscape.cncf.io/logos/mesos.svg","https://twitter.com/ApacheMesos","https://www.crunchbase.com/organization/apache",,,,false,false,"Apache License 2.0","Forest Hill, Maryland","2018-11-29 07:50:14","Apache Mesos","Apache Software Foundation provides organizational, legal and financial support for Apache open-source software projects.","http://www.apache.org","Forest Hill","Maryland","United States","http://twitter.com/TheASF","https://www.linkedin.com/company/the-apache-software-foundation",,,1,10,"Orchestration & Management","Scheduling & Orchestration",true,"https://github.com/apache/mesos",3990,"Apache Mesos","","https://github.com/apache/mesos/commit/1e8ebcb8cf1710052c1ae14e342c1277616fa13d","2018-12-21 18:49:48","https://github.com/apache/mesos/releases","2011-04-27 06:59:39","https://github.com/apache/mesos/commit/54a6a53e5fc378aa13e75f6686202b3d427684da",288,"https://github.com/apache/mesos/graphs/contributors"
"MidoNet","MidoNet","https://www.midonet.org/","https://landscape.cncf.io/logos/mido-net.svg","https://twitter.com/midokura","https://www.crunchbase.com/organization/midonet",,,,false,false,"Apache License 2.0","Lausanne, Switzerland","","MidoNet is an Open Source network virtualization system for Openstack clouds","MidoNet Open Source Network Virtualization.","https://www.midonet.org/","Lausanne","Vaud","Switzerland","https://twitter.com/midonet",,,,,,"Runtime","Cloud-Native Network",true,"https://github.com/midonet/midonet",207,"MidoNet is an Open Source network virtualization system for Openstack clouds","","https://github.com/midonet/midonet/commit/a5f17b589d5c07e1ade1ab4db33b548cb1e073aa","2017-12-19 11:32:08","https://github.com/midonet/midonet/releases","2011-06-20 01:25:58","https://github.com/midonet/midonet/commit/d6833bd327f07a715dd1638851500831ef6745ff",48,"https://github.com/midonet/midonet/graphs/contributors"
"MongoDB","MongoDB","https://www.mongodb.com/","https://landscape.cncf.io/logos/mongo-db.svg","https://twitter.com/MongoDBEng","https://www.crunchbase.com/organization/mongodb-inc",4271671040,"MDB",,false,false,"Other","New York, New York","2018-10-26 00:59:43","The MongoDB Database","MongoDB is a next-generation database that helps businesses transform their industries by harnessing the power of data.","http://www.mongodb.com","New York","New York","United States","http://twitter.com/mongodb","https://www.linkedin.com/company/783611","MDB","market_cap",501,1000,"App Definition and Development","Database",true,"https://github.com/mongodb/mongo",15148,"The MongoDB Database","","https://github.com/mongodb/mongo/commit/62c7e599ba211209eb93ae8f652d17fc8f6c251f","2018-12-26 08:27:51","https://github.com/mongodb/mongo/releases","2007-10-19 23:35:48","https://github.com/mongodb/mongo/commit/e73188b5512c82290a4070af4afddac20d0b981e",360,"https://github.com/mongodb/mongo/graphs/contributors"
"MooseFS","Tuxera","https://moosefs.com/","https://landscape.cncf.io/logos/moose-fs.svg","https://twitter.com/moosefs","https://www.crunchbase.com/organization/tuxera",,,,false,false,"GNU General Public License v2.0","Helsinki, Finland","2018-12-17 07:57:23","MooseFS - Open Source Network Distributed File System. MooseFS 3.0 is stable and recommended for production environments.","Tuxera develops and sells file systems software for Linux, Android, QNX, and Mac OS X.","http://www.tuxera.com","Helsinki","Southern Finland","Finland","http://twitter.com/Tuxera","https://www.linkedin.com/company/tuxera",,,11,50,"Runtime","Cloud-Native Storage",true,"https://github.com/moosefs/moosefs",541,"MooseFS - Open Source Network Distributed File System. MooseFS 3.0 is stable and recommended for production environments.","","https://github.com/moosefs/moosefs/commit/e21874a47b4db9d838fa69ddc106c1345f9b31be","",,"2015-03-18 12:31:26","https://github.com/moosefs/moosefs/commit/9816c2b74ba9eda039422eefcb6de2f0b05ef3fb",9,"https://github.com/moosefs/moosefs/graphs/contributors"
"Nagios","Nagios","https://www.nagios.com/","https://landscape.cncf.io/logos/nagios.svg","https://twitter.com/nagiosinc","https://www.crunchbase.com/organization/nagios",,,,false,false,"GNU General Public License v2.0","Saint Paul, Minnesota","2018-12-25 01:05:19","Nagios Core","Nagios Enterprises offers monitoring and alerting solutions for servers, switches, applications, and services.","http://www.nagios.org/","Saint Paul","Minnesota","United States","http://twitter.com/nagiosinc","https://www.linkedin.com/company/808129",,,,,"Observability and Analysis","Monitoring",true,"https://github.com/NagiosEnterprises/nagioscore",558,"Nagios Core","","https://github.com/NagiosEnterprises/nagioscore/commit/0329033db9a1d0954c304f209ea88824e8f78b8a","2017-06-25 01:19:04","https://github.com/NagiosEnterprises/nagioscore/releases","2002-02-26 04:04:12","https://github.com/NagiosEnterprises/nagioscore/commit/f9f40072595bb9cac7a58a423ff9a06f4553f626",43,"https://github.com/NagiosEnterprises/nagioscore/graphs/contributors"
"Naitways (KCSP)","Naitways","https://www.naitways.com/","https://landscape.cncf.io/logos/naitways-kcsp.svg","https://twitter.com/naitways","https://www.crunchbase.com/organization/naitways",,,,false,false,"NotOpenSource","Issy-les-moulineaux, France","2018-12-24 10:54:06","IP operator, integrator & hosting provider, Naitways provides tailor-made IT solutions, accompanied by high added value services and high levels of contractual services (SLA).","Naitways is a French ISP and Hosting Services Company","https://www.naitways.com/","Issy-les-moulineaux","Ile-de-France","France","https://twitter.com/naitways","https://www.linkedin.com/company/naitways/",,,,,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"Neo4j","Neo4j","https://neo4j.com","https://landscape.cncf.io/logos/neo4j.svg","https://twitter.com/neo4j","https://www.crunchbase.com/organization/neo-technology",,,160100000,false,false,"Unknown License","San Mateo, California","2018-12-26 21:00:28","Graphs for Everyone","Neo4j graph platform helps organizations make sense of their data by revealing how people, processes and digital systems are interrelated.","https://neo4j.com/","San Mateo","California","United States","http://twitter.com/neo4j","https://www.linkedin.com/company/neo4j",,"funding",101,250,"App Definition and Development","Database",true,"https://github.com/neo4j/neo4j",5863,"Graphs for Everyone","","https://github.com/neo4j/neo4j/commit/71accb722f1b7594fa411f0312554bd420aa3cf4","2018-12-20 14:49:19","https://github.com/neo4j/neo4j/releases","2007-05-24 01:34:45","https://github.com/neo4j/neo4j/commit/6a945ab06a928bbd0f93dc56af279ee35107d7c3",167,"https://github.com/neo4j/neo4j/graphs/contributors"
"netdata","netdata","https://my-netdata.io/","https://landscape.cncf.io/logos/netdata.svg","https://twitter.com/linuxnetdata","https://www.crunchbase.com/organization/netdata",,,,false,false,"GNU General Public License v3.0","Newark, Delaware","2018-12-23 10:53:59","Real-time performance monitoring, done right! https://my-netdata.io/","Get control of your servers. Simple. Effective. Awesome!","https://my-netdata.io/","Newark","Delaware","United States","https://twitter.com/linuxnetdata","https://www.linkedin.com/company/my-netdata.io/",,,,,"Observability and Analysis","Monitoring",true,"https://github.com/netdata/netdata",34016,"Real-time performance monitoring, done right! https://my-netdata.io/","","https://github.com/netdata/netdata/commit/71ef837c024db8f114bf4c6665dc3f25ab3c2335","2018-12-19 22:36:23","https://github.com/netdata/netdata/releases","2013-06-17 18:39:10","https://github.com/netdata/netdata/commit/f994501cb7f44f37d594f65bc228be700c019bed",214,"https://github.com/netdata/netdata/graphs/contributors"
"Netflix Eureka","Netflix","https://github.com/Netflix/eureka","https://landscape.cncf.io/logos/netflix-eureka.svg","https://twitter.com/netflixoss","https://www.crunchbase.com/organization/netflix",110621679616,"NFLX",,false,false,"Apache License 2.0","Los Gatos, California","2018-08-31 04:02:22","AWS Service registry for resilient mid-tier load balancing and failover.","Netflix is an online platform that enables users to watch TV shows and movies on smart TVs, PCs, Macs, mobiles, tablets, and so on. ","https://www.netflix.com","Los Gatos","California","United States","http://twitter.com/netflix","https://www.linkedin.com/company/netflix","NFLX","market_cap",1001,5000,"Orchestration & Management","Coordination & Service Discovery",true,"https://github.com/Netflix/eureka",6879,"AWS Service registry for resilient mid-tier load balancing and failover.","","https://github.com/Netflix/eureka/commit/1b60b4979c6d5522cdd211bde58de00f82c5bd80","",,"2001-01-03 18:11:32","https://github.com/Netflix/eureka/commit/fc7003ca080348d037ff918ba646034c33d6c85c",61,"https://github.com/Netflix/eureka/graphs/contributors"
"Netflix Zuul","Netflix","https://github.com/Netflix/zuul","https://landscape.cncf.io/logos/netflix-zuul.svg","https://twitter.com/netflixoss","https://www.crunchbase.com/organization/netflix",110621679616,"NFLX",,false,false,"Apache License 2.0","Los Gatos, California","2018-08-31 04:02:22","Zuul is a gateway service that provides dynamic routing, monitoring, resiliency, security, and more.","Netflix is an online platform that enables users to watch TV shows and movies on smart TVs, PCs, Macs, mobiles, tablets, and so on. ","https://www.netflix.com","Los Gatos","California","United States","http://twitter.com/netflix","https://www.linkedin.com/company/netflix","NFLX","market_cap",1001,5000,"Orchestration & Management","Service Mesh",true,"https://github.com/Netflix/zuul",6674,"Zuul is a gateway service that provides dynamic routing, monitoring, resiliency, security, and more.","","https://github.com/Netflix/zuul/commit/d8166a59d3ff4b424406321270844a117e67f7d1","2018-05-16 18:29:42","https://github.com/Netflix/zuul/releases","2012-03-18 08:07:52","https://github.com/Netflix/zuul/commit/697fd66aae9beed107e13f49a741455f1d9d8dd9",30,"https://github.com/Netflix/zuul/graphs/contributors"
"Netlify","Netlify","https://www.netlify.com/","https://landscape.cncf.io/logos/netlify.svg","https://twitter.com/Netlify","https://www.crunchbase.com/organization/netlify",,,44100000,false,false,"NotOpenSource","San Francisco, California","2018-12-26 20:48:08","Netlify is a Platform as a Service that builds, deploys, and hosts static websites and apps.","Netlify is a Platform as a Service that builds, deploys, and hosts static websites and apps.","http://www.netlify.com","San Francisco","California","United States","http://twitter.com/netlify","https://www.linkedin.com/company/netlify",,"funding",11,50,"Serverless","Hosted Platform",false,,,,"","","",,"","",,
"New Relic","New Relic","https://newrelic.com/","https://landscape.cncf.io/logos/new-relic.svg","https://twitter.com/NewRelic","https://www.crunchbase.com/organization/new-relic",4529869824,"NEWR",,false,false,"NotOpenSource","San Francisco, California","2018-12-26 21:27:06","New Relic is a digital intelligence company, delivering full-stack visibility and analytics to enterprises around the world.","New Relic is a digital intelligence company, delivering full-stack visibility and analytics to enterprises around the world.","http://newrelic.com","San Francisco","California","United States","http://twitter.com/newrelic","https://www.linkedin.com/company/new-relic-inc-","NEWR","market_cap",1001,5000,"Observability and Analysis","Monitoring",false,,,,"","","",,"","",,
"No Code","No Code","https://github.com/kelseyhightower/nocode","https://landscape.cncf.io/logos/no-code.svg","https://twitter.com/kelseyhightower","https://www.crunchbase.com/organization/no-code",,,,false,false,"Apache License 2.0","Portland, Oregon","2018-12-21 06:57:16","The best way to write secure and reliable applications. Write nothing; deploy nowhere.","The best way to write secure and reliable applications. Write nothing; deploy nowhere.","https://github.com/kelseyhightower/nocode","Portland","Oregon","United States","https://twitter.com/kelseyhightower",,,,,,"Platform","PaaS/Container Service",true,"https://github.com/kelseyhightower/nocode",25558,"The best way to write secure and reliable applications. Write nothing; deploy nowhere.","","https://github.com/kelseyhightower/nocode/commit/ed6c73fc16578ec53ea374585df2b965ce9f4a31","",,"2018-02-06 23:53:05","https://github.com/kelseyhightower/nocode/commit/c46f06e642e9c19c83242ec918ff5c9bee52e384",1,"https://github.com/kelseyhightower/nocode/graphs/contributors"
"Node Lambda","Node Lambda","https://github.com/motdotla/node-lambda","https://landscape.cncf.io/logos/node-lambda.svg",,"https://www.crunchbase.com/organization/node-lambda",,,,false,false,"BSD 2-Clause ""Simplified"" License","Santa Monica, California","","Command line tool to locally run and deploy your node.js application to Amazon Lambda","App Definition & Development","https://github.com/motdotla/node-lambda","Santa Monica","California","United States",,,,,,,"Serverless","Tools",true,"https://github.com/motdotla/node-lambda",1124,"Command line tool to locally run and deploy your node.js application to Amazon Lambda","","https://github.com/motdotla/node-lambda/commit/be25c21412808032fa025450b9adb592089a5a15","",,"2014-11-23 22:35:18","https://github.com/motdotla/node-lambda/commit/b13220134382a7ef5ce929ae1e85a15b65c31cc7",60,"https://github.com/motdotla/node-lambda/graphs/contributors"
"NodeSource","NodeSource","https://nodesource.com/","https://landscape.cncf.io/logos/node-source.svg","https://twitter.com/nodesource","https://www.crunchbase.com/organization/nodesource",,,33400000,false,false,"NotOpenSource","San Francisco, California","2018-12-21 18:21:43","Building products focused on Node.js security and performance for the Enterprise.","Building products focused on Node.js security and performance for the Enterprise.","https://nodesource.com/","San Francisco","California","United States","https://twitter.com/nodesource","https://www.linkedin.com/company/nodesource",,"funding",11,50,"Observability and Analysis","Monitoring",false,,,,"","","",,"","",,
"Nomad","HashiCorp","https://www.nomadproject.io/","https://landscape.cncf.io/logos/nomad.svg","https://twitter.com/HashiCorp","https://www.crunchbase.com/organization/hashicorp",,,174175000,false,false,"Mozilla Public License 2.0","San Francisco, California","2018-12-26 18:00:11","Nomad is a flexible, enterprise-grade cluster scheduler designed to easily integrate into existing workflows. Nomad can run a diverse workload of micro-service, batch, containerized and non-containerized applications. Nomad is easy to operate and scale and integrates seamlessly with Consul and Vault.","HashiCorp enables organizations to provision, secure, and run any infrastructure for any application.","https://www.hashicorp.com","San Francisco","California","United States","https://twitter.com/HashiCorp","https://www.linkedin.com/company/HashiCorp",,"funding",251,500,"Orchestration & Management","Scheduling & Orchestration",true,"https://github.com/hashicorp/nomad",4121,"Nomad is a flexible, enterprise-grade cluster scheduler designed to easily integrate into existing workflows. Nomad can run a diverse workload of micro-service, batch, containerized and non-containerized applications. Nomad is easy to operate and scale and integrates seamlessly with Consul and Vault.","","https://github.com/hashicorp/nomad/commit/c64b41d154e395cb83cc53beb43d4c2ea659ac56","2018-12-10 23:44:15","https://github.com/hashicorp/nomad/releases","2015-06-01 10:21:00","https://github.com/hashicorp/nomad/commit/bab9f6b1960e7c12d03565ed5286a744cad9de23",273,"https://github.com/hashicorp/nomad/graphs/contributors"
"Nuage Networks","Nuage Networks","http://www.nuagenetworks.net/","https://landscape.cncf.io/logos/nuage-networks.svg","https://twitter.com/nuagenetworks","https://www.crunchbase.com/organization/nuage-networks",,,,false,false,"NotOpenSource","Mountain View, California","2018-12-26 14:35:10","Nuage Networks Fundamentals: Software Defined Networking for the Datacenter and Beyond.","Nuage Networks Fundamentals: Software Defined Networking for the Datacenter and Beyond.","http://www.nuagenetworks.net/","Mountain View","California","United States","https://twitter.com/nuagenetworks","https://www.linkedin.com/company/nuage-networks",,,101,250,"Runtime","Cloud-Native Network",false,,,,"","","",,"","",,
"Octopus Deploy","Octopus Deploy","https://octopus.com/","https://landscape.cncf.io/logos/octopus-deploy.svg","https://twitter.com/OctopusDeploy","https://www.crunchbase.com/organization/octopus-deploy",,,2000000,false,false,"NotOpenSource","Brisbane, Australia","2018-12-24 14:38:00","Octopus Deploy is a user-friendly release management, deployment automation and DevOps solution. ","Octopus Deploy is a user-friendly release management, deployment automation and DevOps solution. ","https://octopusdeploy.com/","Brisbane","Queensland","Australia","http://twitter.com/OctopusDeploy","https://www.linkedin.com/company/octopus-deploy",,"funding",11,50,"App Definition and Development","Continuous Integration & Delivery",false,,,,"","","",,"","",,
"On-Prem","On-Prem","https://on-premises.com/","https://landscape.cncf.io/logos/on-prem.svg","https://twitter.com/on_premises","https://www.crunchbase.com/organization/unscramble",,,,false,false,"NotOpenSource","Tokyo, Japan","2018-11-01 10:01:09","On-Prem provides an easy way to build on-premises virtual appliances designed for enterprise deployments. The On-Prem Meta appliance manages the appliance build lifecycle, and can be paired with continous integration systems.","On-Prem provides the absolute easiest way to build on-prem virtual appliances","https://on-premises.com","Tokyo","Tokyo","Japan","https://twitter.com/on_premises",,,,1,10,"App Definition and Development","Application Definition & Image Build",false,,,,"","","",,"","",,
"OpenFaaS","OpenFaaS","https://www.openfaas.com","https://landscape.cncf.io/logos/open-faa-s.svg","https://twitter.com/openfaas","https://www.crunchbase.com/organization/openfaas",,,,false,false,"MIT License","Peterborough, United Kingdom","2018-12-25 19:20:25","OpenFaaS - Serverless Functions Made Simple","OpenFaaS provides a platform for building serverless functions with containers, anywhere (in cloud, on Edge or IoT devices, on-prem DCs)","https://www.openfaas.com","Peterborough","Peterborough","United Kingdom","https://twitter.com/openfaas","https://www.linkedin.com/company/11372926/",,,1,10,"Serverless","Installable Platform",true,"https://github.com/openfaas/faas",12512,"OpenFaaS - Serverless Functions Made Simple","","https://github.com/openfaas/faas/commit/ea40055c601b339d2899fae6492e45a72ab831e6","2018-10-25 10:47:47","https://github.com/openfaas/faas/releases","2016-12-22 12:51:40","https://github.com/openfaas/faas/commit/d94cfeb660705028b6c101412a03519a8164712d",86,"https://github.com/openfaas/faas/graphs/contributors"
"OpenIO","OpenIO","https://www.openio.io/","https://landscape.cncf.io/logos/open-io.svg","https://twitter.com/openio","https://www.crunchbase.com/organization/openio",,,5000000,false,false,"Other","Hem, France","2018-12-21 16:07:43","OpenIO Software Defined Storage, Flexible + Smart + Fast","OpenIO is an Open source object storage solution for massive storage infrastructures. ","http://www.openio.io","Hem","Nord-Pas-de-Calais","France","https://www.twitter.com/openio","https://www.linkedin.com/company/openio",,"funding",11,50,"Runtime","Cloud-Native Storage",true,"https://github.com/open-io/oio-sds",304,"OpenIO Software Defined Storage, Flexible + Smart + Fast","","https://github.com/open-io/oio-sds/commit/d9ad9a50bed8206009a7bbb461f0819e88f4bef3","2018-10-29 16:57:17","https://github.com/open-io/oio-sds/releases","2013-05-27 16:04:21","https://github.com/open-io/oio-sds/commit/fa9411bfadff3248459293cfd477013d39e807b5",24,"https://github.com/open-io/oio-sds/graphs/contributors"
"OpenResty","OpenResty","https://openresty.com/en/","https://landscape.cncf.io/logos/open-resty.svg","https://twitter.com/openresty","https://www.crunchbase.com/organization/openresty",,,,false,false,"Other","San Francisco, California","2018-12-09 21:03:09","Turning Nginx into a Full-Fledged Scriptable Web Platform","OpenResty is a full-fledged web platform.","https://openresty.org/en","San Francisco","California","United States","https://twitter.com/openresty",,,,,,"Orchestration & Management","Service Proxy",true,"https://github.com/openresty/openresty",6170,"Turning Nginx into a Full-Fledged Scriptable Web Platform","","https://github.com/openresty/openresty/commit/2cfd8e5f04b72166368918d2ba04e82f941cccae","2018-05-14 20:23:52","https://github.com/openresty/openresty/releases","2010-01-20 03:58:16","https://github.com/openresty/openresty/commit/1e4232e406c2d29e3232777377f313d779f270cb",15,"https://github.com/openresty/openresty/graphs/contributors"
"Opensense (KCSP)","Opensense","http://www.opensense.fr/en/kubernetes-en/","https://landscape.cncf.io/logos/opensense-kcsp.svg",,"https://www.crunchbase.com/organization/opensense",,,,false,false,"NotOpenSource","Levallois-perret, France","","We provide Kubernetes services (integration, operation, training) as well as development of banking microservices based on our extended experience with cloud of containers, microservices, data management and financial sector.","Opensense is a company specialized in the development of banking and financial systems.","http://www.opensense.fr/en/home/","Levallois-perret","Ile-de-France","France",,"https://www.linkedin.com/company/opensense-sas/",,,11,50,"Special","Kubernetes Certified Service Provider",false,,,,"","","",,"","",,
"OpenStack","OpenStack","https://www.openstack.org/","https://landscape.cncf.io/logos/open-stack.svg","https://twitter.com/OpenStack","https://www.crunchbase.com/organization/openstack",,,,false,false,"Unknown License","Austin, Texas","2018-12-26 21:00:56","Repository containing OpenStack repositories","OpenStack is the most widely used open source software for building public and private clouds.","http://www.openstack.org","Austin","Texas","United States","http://twitter.com/OpenStack","https://www.linkedin.com/company/openstack",,,11,50,"Provisioning","Automation & Configuration",true,"https://github.com/openstack/openstack",2887,"Repository containing OpenStack repositories","","https://github.com/openstack/openstack/commit/09ca637eee745625c3c8e58527b2f426abe18501","2017-09-20 04:17:12","https://github.com/openstack/openstack/releases","2013-10-07 17:14:30","https://github.com/openstack/openstack/commit/1a8546c90100e2e3116b1a74adbeed507ce5e250",1633,"https://github.com/openstack/openstack/graphs/contributors"
"OpenTSDB","OpenTSDB","http://opentsdb.net/","https://landscape.cncf.io/logos/open-tsdb.svg",,"https://www.crunchbase.com/organization/open-tsbd",,,,false,false,"GNU Lesser General Public License v2.1","San Francisco, California","","A scalable, distributed Time Series Database.","Monitoring","http://opentsdb.net","San Francisco","California","United States","https://twitter.com/opentsdb",,,,,,"Observability and Analysis","Monitoring",true,"https://github.com/OpenTSDB/opentsdb",3418,"A scalable, distributed Time Series Database.","","https://github.com/OpenTSDB/opentsdb/commit/bfe32c5769fbcf899e388bdf47762a148c88cb36","",,"2010-04-11 04:11:12","https://github.com/OpenTSDB/opentsdb/commit/7b43410408b55352300a9cdeed48b830255eb412",117,"https://github.com/OpenTSDB/opentsdb/graphs/contributors"
"ORY Hydra","ORY","https://www.ory.sh/","https://landscape.cncf.io/logos/ory-hydra.svg",,"https://www.crunchbase.com/organization/ory",,,,false,false,"Apache License 2.0","München, Germany","","OpenID Connect certified OAuth2 Server - cloud native, security-first, open source API security for your infrastructure. Written in Go. SDKs for any language.","ORY, founded in 2015, builds and maintains popular developer tools in the area of cyber security and user-centric development experience.","https://www.ory.am","München","Bayern","Germany",,"https://www.linkedin.com/company/ory-gmbh",,,,,"Provisioning","Security & Compliance",true,"https://github.com/ory/hydra",5470,"OpenID Connect certified OAuth2 Server - cloud native, security-first, open source API security for your infrastructure. Written in Go. SDKs for any language.","","https://github.com/ory/hydra/commit/8a5a92d9866ac6f17b870162dd5bf483f866486c","2018-11-21 13:55:50","https://github.com/ory/hydra/releases","2015-05-22 12:42:08","https://github.com/ory/hydra/commit/5df442b04c18c5f9a419f40c8750d2531952d38a",71,"https://github.com/ory/hydra/graphs/contributors"
"Outlyer","Outlyer","https://www.outlyer.com/","https://landscape.cncf.io/logos/outlyer.svg","https://twitter.com/outlyerapp","https://www.crunchbase.com/organization/outlyer",,,5480000,false,false,"NotOpenSource","San Francisco, California","2018-11-08 00:07:02","Outlyer is a self-service infrastructure monitoring platform made for DevOps and microservices.","Outlyer is a self-service infrastructure monitoring platform made for DevOps and microservices.","https://www.outlyer.com/contact/","San Francisco","California","United States","https://twitter.com/outlyerapp","https://www.linkedin.com/company/outlyer",,"funding",,,"Observability and Analysis","Monitoring",false,,,,"","","",,"","",,
"PaaSTA","Yelp","https://engineeringblog.yelp.com/2015/11/introducing-paasta-an-open-platform-as-a-service.html","https://landscape.cncf.io/logos/paa-sta.svg","https://twitter.com/yelpengineering","https://www.crunchbase.com/organization/yelp",2836470784,"YELP",,false,false,"Apache License 2.0","San Francisco, California","2018-12-17 23:24:24","An open, distributed platform as a service","Yelp operates an online platform that connects people with local businesses.","http://yelp.com","San Francisco","California","United States","http://twitter.com/Yelp","https://www.linkedin.com/company-beta/31517/","YELP","market_cap",501,1000,"Platform","PaaS/Container Service",true,"https://github.com/Yelp/paasta",1297,"An open, distributed platform as a service","","https://github.com/Yelp/paasta/commit/ff9bb435443190b3c70d59caeb70d8f624e05cb2","2018-12-21 18:37:42","https://github.com/Yelp/paasta/releases","2013-08-20 13:28:10","https://github.com/Yelp/paasta/commit/012a3d280e6cd9d1077d062ecbedd3bac98bdcb2",89,"https://github.com/Yelp/paasta/graphs/contributors"
"Pachyderm","Pachyderm","https://www.pachyderm.io/","https://landscape.cncf.io/logos/pachyderm.svg","https://twitter.com/pachydermIO","https://www.crunchbase.com/organization/pachyderm",,,12120000,false,false,"Apache License 2.0","San Francisco, California","2018-12-23 23:53:39","Reproducible Data Science at Scale!","Pachyderm is an open source analytics engine that uses Docker containers for distributed computations.","https://www.pachyderm.io/","San Francisco","California","United States","https://twitter.com/pachydermIO","https://www.linkedin.com/company/pachyderm-inc-",,"funding",1,10,"App Definition and Development","Streaming & Messaging",true,"https://github.com/pachyderm/pachyderm",3320,"Reproducible Data Science at Scale!","","https://github.com/pachyderm/pachyderm/commit/5c36a2e84b1e11401853f251d26cb12a57a0cf04","",,"2014-09-04 07:50:02","https://github.com/pachyderm/pachyderm/commit/11eb4c6e1945beb1e6ce3e878ed2cb6c24ee8bf1",77,"https://github.com/pachyderm/pachyderm/graphs/contributors"
